Wikipedia,155130,38,0x00000800,64,0x00000002,10556^M
Wikipedia,686682,41,0x00000800,64,0x00000002,10801^M
Wikipedia,806714,38,0x00000800,64,0x00000002,10562^M
Wikipedia,949050,39,0x00000800,64,0x00000002,10617^M
Wikipedia,200014,29,0x00000800,64,0x00000002,8325^M
Wikipedia,139300,17,0x00000800,64,0x00000002,7727^M
Wikipedia,34520,8,0x00000800,64,0x00000002,456^M
Wikipedia,205376,31,0x00000800,64,0x00000002,8438^M
Wikipedia,440129,18,0x00000800,64,0x00000002,7787^M
Wikipedia,29903,8,0x00000800,64,0x00000002,456^M
Wikipedia,209242,29,0x00000800,64,0x00000002,8325^M
Wikipedia,127870,17,0x00000800,64,0x00000002,7726^M
Wikipedia,38232,8,0x00000800,64,0x00000002,456^M
Wikipedia,164904,30,0x00000800,64,0x00000002,8377^M
Wikipedia,97600,20,0x00000800,64,0x00000002,7895^M
Wikipedia,39963,2,0x00000800,63,0x00000000,114^M
Wikipedia,444373,50,0x00000800,64,0x00000002,16281^M
Wikipedia,34064,8,0x00000800,64,0x00000002,456^M
Wikipedia,767714,44,0x00000800,64,0x00000002,15913^M
Wikipedia,219234,39,0x00000800,64,0x00000002,10828^M
Wikipedia,36079,8,0x00000800,64,0x00000002,456^M
Wikipedia,533930,49,0x00000800,64,0x00000002,16226^M
News,369408,27,0x00000800,64,0x00000002,12449^M
News,537045,52,0x00000800,64,0x00000002,29400^M
News,774213,61,0x00000800,64,0x00000002,37134^M
News,45344,32,0x00000800,63,0x00000000,23337^M
News,373022,80,0x00000800,64,0x00000002,53612^M
News,467493,85,0x00000800,64,0x00000002,53930^M
News,1035991,79,0x00000800,64,0x00000002,50897^M
News,638611,49,0x00000800,64,0x00000002,30160^M
News,493264,75,0x00000800,64,0x00000002,48618^M
News,468289,80,0x00000800,64,0x00000002,52746^M
News,609985,81,0x00000800,64,0x00000002,54274^M
News,791585,83,0x00000800,64,0x00000002,55605^M
News,40227,2,0x00000800,63,0x00000000,114^M
News,288800,50,0x00000800,64,0x00000002,29819^M
News,669751,46,0x00000800,64,0x00000002,27257^M
News,31532,4,0x00000800,64,0x00000002,228^M
News,281649,18,0x00000800,63,0x00000000,7414^M
News,0,1,0x00000800,64,0x00000002,60^M
News,0,1,0x00000800,64,0x00000002,60^M
News,308206,83,0x00000800,64,0x00000002,52438^M
News,45300,4,0x00000800,63,0x00000000,284^M
News,308789,72,0x00000800,64,0x00000002,45731^M
News,273221,14,0x00000800,64,0x00000002,11566^M
News,515927,34,0x00000800,64,0x00000002,24550^M
News,25477,4,0x00000800,64,0x00000002,4246^M
News,135063,8,0x00000800,64,0x00000002,506^M
News,789343,43,0x00000800,64,0x00000002,14988^M
News,972334,28,0x00000800,64,0x00000002,24734^M
News,230657,44,0x00000800,64,0x00000002,26946^M
News,636420,25,0x00000800,64,0x00000002,16859^M
News,24545,4,0x00000800,64,0x00000002,4246^M
News,283858,65,0x00000800,64,0x00000002,39356^M
News,309553,82,0x00000800,64,0x00000002,54768^M
News,25425,4,0x00000800,64,0x00000002,4246^M
News,260999,20,0x00000800,64,0x00000002,8187^M
News,232351,81,0x00000800,64,0x00000002,53472^M
News,348325,47,0x00000800,64,0x00000002,27627^M
News,487971,83,0x00000800,64,0x00000002,55748^M
News,1979,4,0x00000800,64,0x00000002,253^M
News,434969,46,0x00000800,64,0x00000002,27171^M
News,255279,46,0x00000800,64,0x00000002,27269^M
News,358716,71,0x00000800,64,0x00000002,44699^M
News,296683,69,0x00000800,64,0x00000002,43015^M
News,248861,85,0x00000800,64,0x00000002,52280^M
News,302977,46,0x00000800,64,0x00000002,27511^M
News,458655,46,0x00000800,64,0x00000002,27406^M
News,336049,46,0x00000800,64,0x00000002,27398^M
News,932755,81,0x00000800,64,0x00000002,52441^M
News,349999,46,0x00000800,64,0x00000002,27153^M
News,606481,46,0x00000800,64,0x00000002,27397^M
News,2278,7,0x00000800,63,0x00000000,4587^M
News,360825,73,0x00000800,64,0x00000002,45448^M
News,577147,48,0x00000800,64,0x00000002,28726^M
News,17761,30,0x00000800,63,0x00000000,22466^M
News,543937,54,0x00000800,64,0x00000002,33755^M
News,394890,69,0x00000800,64,0x00000002,42964^M
News,489305,51,0x00000800,64,0x00000002,31722^M
News,246921,67,0x00000800,64,0x00000002,42703^M
News,501326,79,0x00000800,64,0x00000002,51793^M
News,810031,75,0x00000800,64,0x00000002,50605^M
News,664368,73,0x00000800,64,0x00000002,46607^M
Weather,564376,64,0x00000800,64,0x00000002,18502^M
Weather,7891,6,0x00000800,64,0x00000002,373^M
Weather,398625,22,0x00000800,64,0x00000002,8525^M
Weather,115581,17,0x00000800,64,0x00000002,5143^M
Weather,302982,35,0x00000800,64,0x00000002,28680^M
Weather,125407,20,0x00000800,64,0x00000002,7856^M
Weather,722422,2242,0x00000800,64,0x00000002,4084839^M
Weather,39842,2,0x00000800,63,0x00000000,114^M
Weather,997891,26,0x00000800,64,0x00000002,11962^M
Weather,0,1,0x00000800,64,0x00000002,60^M
Weather,121701,20,0x00000800,64,0x00000002,8854^M
Weather,416774,18,0x00000800,64,0x00000002,6770^M
Weather,365393,25,0x00000800,64,0x00000002,8692^M
Weather,91935,5,0x00000800,64,0x00000002,486^M
Weather,57135,29,0x00000800,64,0x00000002,8926^M
Weather,545509,25,0x00000800,64,0x00000002,8696^M
Weather,74934,27,0x00000800,64,0x00000002,8812^M
Weather,429588,17,0x00000800,64,0x00000002,6717^M
Weather,65007,24,0x00000800,64,0x00000002,8630^M
Weather,72910,28,0x00000800,64,0x00000002,8868^M
Weather,408832,18,0x00000800,64,0x00000002,6772^M
Weather,432395,26,0x00000800,64,0x00000002,8752^M
Weather,23552,12,0x00000800,64,0x00000002,13660^M
Weather,218532,15,0x00000800,64,0x00000002,5607^M
Weather,79660,26,0x00000800,64,0x00000002,8760^M
Weather,96026,26,0x00000800,64,0x00000002,8746^M
Weather,229,2,0x00000800,63,0x00000000,145^M
Weather,238489,17,0x00000800,64,0x00000002,5740^M
Weather,62135,24,0x00000800,64,0x00000002,8640^M
Weather,0,1,0x00000800,63,0x00000000,85^M
Weather,451232,21,0x00000800,64,0x00000002,6946^M
Weather,65292,24,0x00000800,64,0x00000002,8638^M
Weather,53673,28,0x00000800,64,0x00000002,8870^M
Weather,56425,24,0x00000800,64,0x00000002,8638^M
Weather,53673,28,0x00000800,64,0x00000002,8870^M
Weather,56425,24,0x00000800,64,0x00000002,8638^M
Fruit Ninja,197521,20,0x00000800,64,0x00000002,7417^M
Fruit Ninja,334358,23,0x00000800,64,0x00000002,6782^M
Fruit Ninja,84234,13,0x00000800,64,0x00000002,2556^M
Fruit Ninja,113833,22,0x00000800,64,0x00000002,8814^M
Fruit Ninja,130301,22,0x00000800,64,0x00000002,8091^M
Fruit Ninja,0,1,0x00000800,64,0x00000002,74^M
Fruit Ninja,120727,18,0x00000800,64,0x00000002,5723^M
Fruit Ninja,19236,8,0x00000800,64,0x00000002,512^M
Fruit Ninja,0,1,0x00000800,64,0x00000002,60^M
Fruit Ninja,156796,20,0x00000800,64,0x00000002,8700^M
Fruit Ninja,133790,35,0x00000800,64,0x00000002,47461^M
Fruit Ninja,126861,19,0x00000800,64,0x00000002,8647^M
Fruit Ninja,311589,19,0x00000800,64,0x00000002,7219^M
Fruit Ninja,149243,20,0x00000800,64,0x00000002,8705^M
Fruit Ninja,40356,2,0x00000800,63,0x00000000,114^M
Fruit Ninja,451021,20,0x00000800,64,0x00000002,6660^M
Fruit Ninja,331342,55,0x00000800,64,0x00000002,21885^M
Fruit Ninja,876238,30,0x00000800,64,0x00000002,15963^M
Fruit Ninja,120522,20,0x00000800,64,0x00000002,8700^M
Fruit Ninja,289653,20,0x00000800,64,0x00000002,7279^M
Fruit Ninja,117142,21,0x00000800,64,0x00000002,8759^M
Fruit Ninja,223382,18,0x00000800,64,0x00000002,6131^M
Fruit Ninja,113809,21,0x00000800,64,0x00000002,8761^M
Fruit Ninja,102502,8,0x00000800,64,0x00000002,2976^M
Fruit Ninja,23073,4,0x00000800,64,0x00000002,290^M
Fruit Ninja,116156,22,0x00000800,64,0x00000002,8815^M
Fruit Ninja,74116,19,0x00000800,64,0x00000002,7219^M
Fruit Ninja,128387,20,0x00000800,64,0x00000002,8700^M
Fruit Ninja,289940,21,0x00000800,64,0x00000002,7333^M
Fruit Ninja,0,1,0x00000800,64,0x00000002,74^M
Fruit Ninja,43029,17,0x00000800,64,0x00000002,5023^M
Fruit Ninja,169873,37,0x00000800,64,0x00000002,8849^M
Fruit Ninja,0,1,0x00000800,64,0x00000002,74^M
Fruit Ninja,115432,21,0x00000800,64,0x00000002,8760^M
Fruit Ninja,81958,17,0x00000800,64,0x00000002,5023^M
Fruit Ninja,305784,30,0x00000800,64,0x00000002,7527^M
Fruit Ninja,222283,23,0x00000800,64,0x00000002,8874^M
Fruit Ninja,35422,5,0x00000800,64,0x00000002,494^M
Fruit Ninja,127170,20,0x00000800,64,0x00000002,8700^M
Fruit Ninja,120123,19,0x00000800,64,0x00000002,5784^M
Fruit Ninja,819,4,0x00000800,64,0x00000002,253^M
Fruit Ninja,704270,26,0x00000800,64,0x00000002,15770^M
Fruit Ninja,124522,20,0x00000800,64,0x00000002,8759^M
Fruit Ninja,1088730,28,0x00000800,64,0x00000002,16048^M
Fruit Ninja,126392,20,0x00000800,64,0x00000002,5838^M
Fruit Ninja,34004,17,0x00000800,64,0x00000002,7105^M
Wikipedia,200471,30,0x00000800,64,0x00000002,8377^M
Wikipedia,386997,18,0x00000800,64,0x00000002,7780^M
Wikipedia,149533,32,0x00000800,64,0x00000002,8494^M
Wikipedia,382759,18,0x00000800,64,0x00000002,7787^M
Wikipedia,40546,2,0x00000800,63,0x00000000,114^M
Wikipedia,125562,19,0x00000800,64,0x00000002,7841^M
Wikipedia,195643,30,0x00000800,64,0x00000002,8377^M
Wikipedia,466433,18,0x00000800,64,0x00000002,7787^M
Wikipedia,33905,8,0x00000800,64,0x00000002,456^M
Wikipedia,188668,30,0x00000800,64,0x00000002,8378^M
Wikipedia,103391,17,0x00000800,64,0x00000002,7727^M
Wikipedia,559,2,0x00000800,64,0x00000002,114^M
Wikipedia,204353,29,0x00000800,64,0x00000002,8326^M
Wikipedia,643,4,0x00000800,64,0x00000002,253^M
Wikipedia,550,4,0x00000800,64,0x00000002,253^M
Wikipedia,434,4,0x00000800,64,0x00000002,253^M
Wikipedia,1304,4,0x00000800,64,0x00000002,253^M
Wikipedia,271079,29,0x00000800,64,0x00000002,8325^M
Wikipedia,100146,18,0x00000800,64,0x00000002,7782^M
Wikipedia,651713,38,0x00000800,64,0x00000002,10766^M
Wikipedia,1142,4,0x00000800,64,0x00000002,253^M
Wikipedia,440,4,0x00000800,64,0x00000002,253^M
Wikipedia,1004,4,0x00000800,64,0x00000002,253^M
Wikipedia,374820,29,0x00000800,64,0x00000002,8319^M
Wikipedia,191632,18,0x00000800,64,0x00000002,7787^M
Wikipedia,332312,47,0x00000800,64,0x00000002,16103^M
Wikipedia,187502,29,0x00000800,64,0x00000002,8326^M
Wikipedia,155517,21,0x00000800,64,0x00000002,7955^M
Wikipedia,138817,29,0x00000800,64,0x00000002,8326^M
Wikipedia,252592,18,0x00000800,64,0x00000002,7788^M
Wikipedia,523044,49,0x00000800,64,0x00000002,16226^M
Wikipedia,204332,29,0x00000800,64,0x00000002,8323^M
Wikipedia,116449,17,0x00000800,64,0x00000002,7727^M
Wikipedia,248172,30,0x00000800,64,0x00000002,8378^M
Wikipedia,174225,19,0x00000800,64,0x00000002,7841^M
Wikipedia,772117,49,0x00000800,64,0x00000002,16228^M
Wikipedia,251047,33,0x00000800,64,0x00000002,8550^M
Wikipedia,170805,18,0x00000800,64,0x00000002,7788^M
Wikipedia,977,6,0x00000800,63,0x00000000,424^M
Wikipedia,546433,48,0x00000800,64,0x00000002,16166^M
Wikipedia,195641,29,0x00000800,64,0x00000002,8325^M
Wikipedia,126991,17,0x00000800,64,0x00000002,7727^M
Wikipedia,247791,31,0x00000800,64,0x00000002,8439^M
Wikipedia,200910,18,0x00000800,64,0x00000002,7787^M
Wikipedia,420833,31,0x00000800,64,0x00000002,8439^M
Wikipedia,123332,17,0x00000800,64,0x00000002,7728^M
Wikipedia,158857,29,0x00000800,64,0x00000002,8325^M
Wikipedia,201847,18,0x00000800,64,0x00000002,7786^M
Wikipedia,799078,42,0x00000800,64,0x00000002,11059^M
Wikipedia,944029,40,0x00000800,64,0x00000002,10741^M
Wikipedia,673001,40,0x00000800,64,0x00000002,10669^M
Wikipedia,818122,40,0x00000800,64,0x00000002,10670^M
Wikipedia,788747,35,0x00000800,64,0x00000002,10394^M
Wikipedia,725099,39,0x00000800,64,0x00000002,10609^M
Wikipedia,155130,38,0x00000800,64,0x00000002,10556^M
Wikipedia,686682,41,0x00000800,64,0x00000002,10801^M
Wikipedia,806714,38,0x00000800,64,0x00000002,10562^M
Wikipedia,949050,39,0x00000800,64,0x00000002,10617^M
Wikipedia,200014,29,0x00000800,64,0x00000002,8325^M
Wikipedia,139300,17,0x00000800,64,0x00000002,7727^M
Wikipedia,34520,8,0x00000800,64,0x00000002,456^M
Wikipedia,205376,31,0x00000800,64,0x00000002,8438^M
Wikipedia,440129,18,0x00000800,64,0x00000002,7787^M
Wikipedia,29903,8,0x00000800,64,0x00000002,456^M
Wikipedia,209242,29,0x00000800,64,0x00000002,8325^M
Wikipedia,127870,17,0x00000800,64,0x00000002,7726^M
Wikipedia,38232,8,0x00000800,64,0x00000002,456^M
Wikipedia,164904,30,0x00000800,64,0x00000002,8377^M
Wikipedia,97600,20,0x00000800,64,0x00000002,7895^M
Wikipedia,39963,2,0x00000800,63,0x00000000,114^M
Wikipedia,444373,50,0x00000800,64,0x00000002,16281^M
Wikipedia,34064,8,0x00000800,64,0x00000002,456^M
Wikipedia,767714,44,0x00000800,64,0x00000002,15913^M
Wikipedia,219234,39,0x00000800,64,0x00000002,10828^M
Wikipedia,36079,8,0x00000800,64,0x00000002,456^M
Wikipedia,533930,49,0x00000800,64,0x00000002,16226^M
Wikipedia,45572,8,0x00000800,64,0x00000002,456^M
Wikipedia,202378,31,0x00000800,64,0x00000002,8440^M
Wikipedia,375728,18,0x00000800,64,0x00000002,7781^M
Wikipedia,44194,8,0x00000800,64,0x00000002,456^M
Wikipedia,131670,29,0x00000800,64,0x00000002,8319^M
Wikipedia,226231,30,0x00000800,64,0x00000002,8384^M
Wikipedia,144913,18,0x00000800,64,0x00000002,7787^M
Wikipedia,216974,29,0x00000800,64,0x00000002,8323^M
Wikipedia,121715,17,0x00000800,64,0x00000002,7728^M
Wikipedia,198563,31,0x00000800,64,0x00000002,8437^M
Wikipedia,158831,18,0x00000800,64,0x00000002,7787^M
Wikipedia,179127,30,0x00000800,64,0x00000002,8379^M
Wikipedia,262400,19,0x00000800,64,0x00000002,7841^M
Wikipedia,30130,8,0x00000800,64,0x00000002,456^M
Wikipedia,203058,30,0x00000800,64,0x00000002,8378^M
Wikipedia,48051,5,0x00000800,64,0x00000002,483^M
Wikipedia,199492,29,0x00000800,64,0x00000002,8322^M
Wikipedia,184566,18,0x00000800,64,0x00000002,7787^M
Wikipedia,239697,29,0x00000800,64,0x00000002,8324^M
Wikipedia,129728,17,0x00000800,64,0x00000002,7726^M
Wikipedia,33512,8,0x00000800,64,0x00000002,456^M
Wikipedia,212570,30,0x00000800,64,0x00000002,8379^M
Wikipedia,185926,18,0x00000800,64,0x00000002,7788^M
Wikipedia,133448,29,0x00000800,64,0x00000002,8323^M
Wikipedia,361949,18,0x00000800,64,0x00000002,5225^M
Wikipedia,187021,29,0x00000800,64,0x00000002,8323^M
Wikipedia,208792,18,0x00000800,64,0x00000002,7787^M
